k, original spectral radius, immunized spectral radius, radius drop, immunized nodes, total time
100,106.52791755605273,65.93425357027823,40.5936639857745, [645, 44, 634, 737, 34, 27, 763, 31, 1, 1516, 40, 546, 637, 725, 143, 401, 418, 738, 2066, 1172, 2969, 563, 735, 1409, 77, 30, 663, 443, 2118, 66, 135, 118, 550, 918, 35, 28, 136, 141, 1396, 824, 329, 2236, 19, 449, 1247, 74, 1191, 385, 586, 590, 1619, 426, 169, 71399, 790, 766, 883, 0, 1440, 576, 12, 128, 447, 849, 1596, 433, 1179, 689, 85, 195, 22, 2227, 1476, 18, 650, 4416, 48, 3924, 301, 4969, 1621, 43, 81, 71, 127, 388, 101, 1411, 90, 1075, 63, 639, 5144, 1606, 629, 9412, 1164, 45, 551, 684],4095.9853546619415
