k, original spectral radius, immunized spectral radius, radius drop, immunized nodes, total time
100,45.14469545044665,18.26661131035357,26.878084140093076, [2565, 1549, 1166, 3352, 2328, 3456, 2485, 737, 993, 5524, 5079, 2871, 2651, 4310, 1151, 1374, 2237, 1297, 5800, 4099, 2576, 789, 1608, 3026, 5022, 2790, 311, 2658, 3447, 1496, 3568, 4712, 2256, 72, 5697, 2654, 2398, 1492, 2660, 2145, 2653, 3976, 600, 813, 5179, 5543, 1305, 3615, 5002, 407, 2297, 1428, 825, 15, 4536, 2474, 3453, 3459, 4828, 2411, 1211, 5188, 7092, 2323, 2693, 1357, 5189, 3454, 5814, 663, 310, 2972, 3586, 3796, 1919, 1167, 1062, 2535, 1319, 6327, 722, 3394, 317, 4632, 1585, 2135, 3084, 28, 4483, 3276, 2120, 3498, 2504, 3787, 6914, 1808, 6299, 3614, 3439, 2371],222.1327657699585
300,45.14469545044665,6.332386258399203,38.812309192047444, [2565, 1549, 1166, 3352, 2328, 3456, 2485, 737, 993, 5524, 5079, 2871, 2651, 4310, 1151, 1374, 2237, 1297, 5800, 4099, 2576, 789, 1608, 3026, 5022, 2790, 311, 2658, 3447, 1496, 3568, 4712, 2256, 72, 5697, 2654, 2398, 1492, 2660, 2145, 2653, 3976, 600, 813, 5179, 5543, 1305, 3615, 5002, 407, 2297, 1428, 825, 15, 4536, 2474, 3453, 3459, 4828, 2411, 1211, 5188, 7092, 2323, 2693, 1357, 5189, 3454, 5814, 663, 310, 2972, 3586, 3796, 1919, 1167, 1062, 2535, 1319, 6327, 722, 3394, 317, 4632, 1585, 2135, 3084, 28, 4483, 3276, 2120, 3498, 2504, 3787, 6914, 1808, 6299, 3614, 3439, 2371, 432, 7052, 2062, 35, 5020, 2686, 86, 3381, 290, 762, 2674, 922, 2667, 2707, 2859, 978, 1542, 2594, 3634, 3631, 3404, 697, 2560, 6907, 2326, 1279, 6305, 306, 2713, 4653, 5254, 1521, 6, 36, 2940, 3452, 3192, 904, 2542, 1701, 6560, 2240, 6006, 29, 5123, 2657, 1772, 3643, 1972, 941, 6032, 1473, 1352, 319, 4335, 308, 2700, 6934, 769, 4219, 5176, 7280, 2958, 1700, 5582, 805, 4124, 2290, 6618, 4795, 3028, 1538, 6624, 1814, 1621, 4981, 710, 2369, 5822, 1997, 1487, 4037, 5233, 3562, 704, 3144, 4717, 5263, 3479, 282, 707, 4191, 3238, 871, 1267, 5871, 1236, 3034, 7047, 2264, 3812, 1717, 1006, 4899, 5811, 4065, 6784, 8, 1835, 7225, 5262, 3291, 3854, 1734, 2585, 171, 3724, 6913, 4040, 3020, 5819, 2174, 1247, 2072, 6946, 1200, 826, 5739, 304, 5301, 1029, 2747, 2516, 4687, 2822, 5818, 6596, 5445, 2251, 2547, 1799, 346, 3191, 1137, 2774, 3024, 5773, 55, 3660, 178, 3455, 1075, 5806, 5439, 937, 6774, 6665, 151, 1201, 5103, 2258, 255, 3274, 2114, 425, 1385, 4044, 5714, 5404, 2697, 1754, 1705, 23, 4138, 2356, 1823, 1564, 3334, 4547, 1286, 4041, 2623, 1253, 2507, 1661, 1977, 6993, 856, 4338, 259, 4448, 1982, 1990, 94, 1489, 763, 5802, 313, 3443, 2117],528.6704752445221
500,45.14469545044665,2.004635496486075,43.140059953960574, [2565, 1549, 1166, 3352, 2328, 3456, 2485, 737, 993, 5524, 5079, 2871, 2651, 4310, 1151, 1374, 2237, 1297, 5800, 4099, 2576, 789, 1608, 3026, 5022, 2790, 311, 2658, 3447, 1496, 3568, 4712, 2256, 72, 5697, 2654, 2398, 1492, 2660, 2145, 2653, 3976, 600, 813, 5179, 5543, 1305, 3615, 5002, 407, 2297, 1428, 825, 15, 4536, 2474, 3453, 3459, 4828, 2411, 1211, 5188, 7092, 2323, 2693, 1357, 5189, 3454, 5814, 663, 310, 2972, 3586, 3796, 1919, 1167, 1062, 2535, 1319, 6327, 722, 3394, 317, 4632, 1585, 2135, 3084, 28, 4483, 3276, 2120, 3498, 2504, 3787, 6914, 1808, 6299, 3614, 3439, 2371, 432, 7052, 2062, 35, 5020, 2686, 86, 3381, 290, 762, 2674, 922, 2667, 2707, 2859, 978, 1542, 2594, 3634, 3631, 3404, 697, 2560, 6907, 2326, 1279, 6305, 306, 2713, 4653, 5254, 1521, 6, 36, 2940, 3452, 3192, 904, 2542, 1701, 6560, 2240, 6006, 29, 5123, 2657, 1772, 3643, 1972, 941, 6032, 1473, 1352, 319, 4335, 308, 2700, 6934, 769, 4219, 5176, 7280, 2958, 1700, 5582, 805, 4124, 2290, 6618, 4795, 3028, 1538, 6624, 1814, 1621, 4981, 710, 2369, 5822, 1997, 1487, 4037, 5233, 3562, 704, 3144, 4717, 5263, 3479, 282, 707, 4191, 3238, 871, 1267, 5871, 1236, 3034, 7047, 2264, 3812, 1717, 1006, 4899, 5811, 4065, 6784, 8, 1835, 7225, 5262, 3291, 3854, 1734, 2585, 171, 3724, 6913, 4040, 3020, 5819, 2174, 1247, 2072, 6946, 1200, 826, 5739, 304, 5301, 1029, 2747, 2516, 4687, 2822, 5818, 6596, 5445, 2251, 2547, 1799, 346, 3191, 1137, 2774, 3024, 5773, 55, 3660, 178, 3455, 1075, 5806, 5439, 937, 6774, 6665, 151, 1201, 5103, 2258, 255, 3274, 2114, 425, 1385, 4044, 5714, 5404, 2697, 1754, 1705, 23, 4138, 2356, 1823, 1564, 3334, 4547, 1286, 4041, 2623, 1253, 2507, 1661, 1977, 6993, 856, 4338, 259, 4448, 1982, 1990, 94, 1489, 763, 5802, 313, 3443, 2117, 4781, 1221, 6523, 742, 182, 3092, 2510, 5423, 1697, 3635, 784, 5998, 3417, 4261, 686, 6714, 2593, 4964, 4666, 1193, 4488, 2831, 5775, 1622, 3897, 1384, 1471, 2646, 1000, 1097, 5321, 2775, 80, 1783, 5839, 2619, 2696, 2506, 6555, 974, 4846, 2210, 2375, 545, 3969, 371, 39, 2276, 2912, 56, 6918, 3458, 749, 946, 3009, 795, 2102, 5605, 1111, 4315, 1688, 4764, 3321, 1164, 4587, 6218, 971, 3258, 896, 633, 339, 3033, 4824, 5484, 19, 7386, 6270, 4661, 5817, 2384, 960, 2001, 3010, 2618, 838, 1419, 7391, 3956, 5178, 280, 1497, 3813, 1055, 3835, 1566, 127, 1888, 1525, 1482, 4071, 7279, 2851, 4072, 4792, 10, 4276, 2257, 2900, 75, 3480, 6043, 3056, 6736, 1966, 325, 3645, 5529, 3463, 5804, 1811, 2981, 5872, 2968, 439, 5563, 1992, 2231, 3027, 5155, 1291, 1729, 5452, 579, 2252, 4798, 6229, 4748, 1259, 6323, 1416, 5199, 647, 7054, 2746, 236, 4557, 982, 6241, 1555, 147, 3125, 50, 1918, 334, 4531, 7301, 1836, 4980, 2440, 1284, 5378, 3284, 1468, 2410, 4709, 2289, 2655, 89, 6221, 1377, 2233, 840, 2416, 644, 667, 4715, 1550, 3059, 1603, 7021, 1378, 5824, 3830, 2144, 3015, 1031, 1032, 465, 1035, 7862, 5246, 3005, 1592, 4600, 5596, 3691, 1855, 6023, 5061, 696],795.6634166240692
